CNP 2021 Code (5 chiffres),CNP 2021 Étiquette,CNP 2021 FÉER,CNP 2016 Code (4 chiffres),CNP 2016 Étiquette,CNP 2016 Niveau de compétence,Description
83100,"Mineurs / mineuses d'extraction et de préparation, mines souterraines",3,8231,"Mineurs / mineuses d'extraction et de préparation, mines souterraines",B,s.o.
83101,Foreurs / foreuses et personnel de mise à l'essai et des autres services reliés à l'extraction de pétrole et de gaz,3,8232,Foreurs / foreuses et personnel de mise à l'essai et des autres services reliés à l'extraction de pétrole et de gaz,B,s.o.
83110,Conducteurs / conductrices de machines d'abattage d'arbres,3,8241,Conducteurs / conductrices de machines d'abattage d'arbres,B,s.o.
83120,Capitaines et officiers / officières de bâtiments de pêche,3,8261,Capitaines et officiers / officières de bateaux de pêche,B,s.o.
83121,Pêcheurs indépendants / pêcheuses indépendantes,3,8262,Pêcheurs indépendants / pêcheuses indépendantes,B,s.o.
84100,Travailleurs / travailleuses d'entretien et de soutien des mines souterraines,4,8411,Personnel d'entretien et de soutien des mines souterraines,C,s.o.
84101,Travailleurs / travailleuses du forage et de l'entretien des puits de pétrole et de gaz et personnel assimilé,4,8412,Personnel du forage et de l'entretien des puits de pétrole et de gaz et personnel assimilé,C,s.o.
84110,Opérateurs / opératrices de scies à chaîne et d'engins de débardage,4,8421,Opérateurs / opératrices de scies à chaîne et d'engins de débardage,C,s.o.
84111,Ouvriers / ouvrières en sylviculture et en exploitation forestière,4,8422,Ouvriers / ouvrières en sylviculture et en exploitation forestière,C,s.o.
84120,Ouvriers spécialisés / ouvrières spécialisées dans l’élevage et opérateurs / opératrices de machineries agricoles,4,8252,"Entrepreneurs / entrepreneuses de services agricoles, surveillants / surveillantes d'exploitations agricoles et ouvriers spécialisés / ouvrières spécialisées dans l'élevage",B,Le CNP 8252 a été divisé. Les appellations d'emploi liées aux travaux d'élevage spécialisés ont été déplacées du CNP 8252 au CNP 84120.
,,,8431,Ouvriers / ouvrières agricoles,C,Le CNP 8431 a été divisé. Les appellations d'emploi liées à l'exploitation de machines agricoles ont été déplacées du CNP 8431 au CNP 84120.
84121,Matelots de pont sur les bateaux de pêche,4,8441,Matelots de pont sur les bateaux de pêche,C,s.o.
85100,Manoeuvres aux soins du bétail,5,8431,Ouvriers / ouvrières agricoles,C,Le CNP 8431 a été divisé. Les appellations d'emploi liées aux manoeuvres aux soins du bétail ont été déplacées du CNP 8431 au CNP 85100.
,,,8252,"Entrepreneurs / entrepreneuses de services agricoles, surveillants / surveillantes d'exploitations agricoles et ouvriers spécialisés / ouvrières spécialisées dans l'élevage",B,"Le CNP 8252 a été divisé. L'appellation d'emploi ""préposé / préposée de parc d'engraissement de troupeaux"" a été déplacée du CNP 8252 au CNP 85100."
85101,Manoeuvres à la récolte,5,8431,Ouvriers / ouvrières agricoles,C,Le CNP 8431 a été divisé. Les appellations d'emploi liées aux manoeuvres à la récolte ont été déplacées du CNP 8431 au CNP 85101.
,,,8611,Manoeuvres à la récolte,D,Les appellations d'emploi liés aux manoeuvres à la récolte ont été déplacées du CNP 8611 au CNP 85101.
85102,Manoeuvres de l'aquaculture et de la mariculture,5,8613,Manoeuvres de l'aquaculture et de la mariculture,D,s.o.
85103,Manoeuvres de pépinières et de serres,5,8432,Ouvriers / ouvrières de pépinières et de serres,C,s.o.
85104,Trappeurs / trappeuses et chasseurs / chasseuses,5,8442,Trappeurs / trappeuses et chasseurs / chasseuses,C,s.o.
85110,Manoeuvres des mines,5,8614,Manoeuvres des mines,D,s.o.
85111,"Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé",5,8615,"Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé",D,s.o.
85120,Manoeuvres de l'exploitation forestière,5,8616,Manoeuvres de l'exploitation forestière,D,s.o.
85121,Manoeuvres en aménagement paysager et en entretien des terrains,5,8612,Manoeuvres en aménagement paysager et en entretien des terrains,D,s.o.
90010,Directeurs / directrices de la fabrication,0,911,Directeurs / directrices de la fabrication,Gestion / A,s.o.
90011,Directeurs / directrices des services d'utilité publique,0,912,Directeurs / directrices des services d'utilité publique,Gestion / A,s.o.
92010,Surveillants / surveillantes dans la transformation des métaux et des minerais,2,9211,Surveillants / surveillantes dans la transformation des métaux et des minerais,B,s.o.
92011,"Surveillants / surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique",2,9212,"Surveillants / surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique",B,s.o.
92012,Surveillants / surveillantes dans la transformation des aliments et des boissons,2,9213,Surveillants / surveillantes dans la transformation des aliments et des boissons,B,s.o.
92013,Surveillants / surveillantes dans la fabrication de produits en caoutchouc et en plastique,2,9214,Surveillants / surveillantes dans la fabrication de produits en caoutchouc et en plastique,B,s.o.
92014,Surveillants / surveillantes dans la transformation des produits forestiers,2,9215,Surveillants / surveillantes dans la transformation des produits forestiers,B,s.o.
92015,"Surveillants / surveillantes dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir",2,9217,"Surveillants / surveillantes dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir",B,s.o.
92020,Surveillants / surveillantes dans la fabrication de véhicules automobiles,2,9221,Surveillants / surveillantes dans la fabrication de véhicules automobiles,B,s.o.
92021,Surveillants / surveillantes dans la fabrication de matériel électronique et d'appareils électriques,2,9222,Surveillants / surveillantes dans la fabrication de matériel électronique,B,Le CNP 9222 a été fusionné avec le CNP 9223 pour créer le CNP 92021.
,,,9223,Surveillants / surveillantes dans la fabrication d'appareils électriques,B,Le CNP 9223 a été fusionné avec le CNP 9222 pour créer le CNP 92021.
92022,Surveillants / surveillantes dans la fabrication de meubles et d'accessoires,2,9224,Surveillants / surveillantes dans la fabrication de meubles et d'accessoires,B,s.o.
92023,Surveillants / surveillantes dans la fabrication d'autres produits métalliques et de pièces mécaniques,2,9226,Surveillants / surveillantes dans la fabrication d'autres produits métalliques et de pièces mécaniques,B,s.o.
92024,Surveillants / surveillantes dans la fabrication et le montage de produits divers,2,9227,Surveillants / surveillantes dans la fabrication et le montage de produits divers,B,s.o.
92100,Mécaniciens / mécaniciennes de centrales et opérateurs / opératrices de réseaux électriques,2,9241,Mécaniciens / mécaniciennes de centrales et opérateurs / opératrices de réseaux électriques,B,s.o.
92101,Opérateurs / opératrices d'installations du traitement de l'eau et des déchets,2,9243,Opérateurs / opératrices d'installations du traitement de l'eau et des déchets,B,s.o.
93100,Opérateurs / opératrices de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais,3,9231,Opérateurs / opératrices de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais,B,s.o.
93101,Opérateurs / opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques,3,9232,Opérateurs / opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques,B,s.o.
93102,"Opérateurs / opératrices au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage",3,9235,"Opérateurs / opératrices au contrôle de la réduction en pâte des pâtes et papiers, de la fabrication du papier et du couchage",B,s.o.
93200,Monteurs / monteuses d'aéronefs et contrôleurs / contrôleuses de montage d'aéronefs,3,9521,Monteurs / monteuses d'aéronefs et contrôleurs / contrôleuses de montage d'aéronefs,C,s.o.
94100,Opérateurs / opératrices de machines dans le traitement des métaux et des minerais,4,9411,Opérateurs / opératrices de machines dans le traitement des métaux et des minerais,C,s.o.
94101,Ouvriers / ouvrières de fonderies,4,9412,Ouvriers / ouvrières de fonderies,C,s.o.
94102,Opérateurs / opératrices de machines à former et à finir le verre et coupeurs / coupeuses de verre,4,9413,Opérateurs / opératrices de machines à former et à finir le verre et coupeurs / coupeuses de verre,C,s.o.
94103,"Opérateurs / opératrices de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre",4,9414,"Opérateurs / opératrices de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre",C,s.o.
94104,Contrôleurs / contrôleuses et essayeurs / essayeuses dans la transformation des métaux et des minerais,4,9415,Contrôleurs / contrôleuses et essayeurs / essayeuses dans la transformation des métaux et des minerais,C,s.o.
94105,Opérateurs / opératrices de machines à forger et à travailler les métaux,4,9416,Opérateurs / opératrices de machines à forger et à travailler les métaux,C,s.o.
94106,Opérateurs / opératrices de machines d'usinage,4,9417,Opérateurs / opératrices de machines d'usinage,C,s.o.
94107,Opérateurs / opératrices de machines d'autres produits métalliques,4,9418,Opérateurs / opératrices de machines d'autres produits métalliques,C,s.o.
94110,Opérateurs / opératrices d'installations de traitement des produits chimiques,4,9421,Opérateurs / opératrices d'installations de traitement des produits chimiques,C,s.o.
94111,Opérateurs / opératrices de machines de traitement des matières plastiques,4,9422,Opérateurs / opératrices de machines de traitement des matières plastiques,C,s.o.
94112,Opérateurs / opératrices de machines de transformation du caoutchouc et personnel assimilé,4,9423,Opérateurs / opératrices de machines de transformation du caoutchouc et personnel assimilé,C,s.o.
94120,Opérateurs / opératrices de machines à scier dans les scieries,4,9431,Opérateurs / opératrices de machines à scier dans les scieries,C,s.o.
94121,Opérateurs / opératrices de machines dans la fabrication et la finition du papier dans les usines de pâte à papier,4,9432,Opérateurs / opératrices de machines dans les usines de pâte à papier,C,Le CNP 9432 a été fusionné avec le CNP 9433 pour créer le CNP 94121.
,,,9433,Opérateurs / opératrices de machines dans la fabrication et la finition du papier,C,Le CNP 9433 a été fusionné avec le CNP 9432 pour créer le CNP 94121.
94122,Opérateurs / opératrices de machines à façonner le papier,4,9435,Opérateurs / opératrices de machines à façonner le papier,C,s.o.
94123,Classeurs / classeuses de bois d'oeuvre et autres vérificateurs / vérificatrices et classeurs / classeuses dans la transformation du bois,4,9436,Classeurs / classeuses de bois d'oeuvre et autres vérificateurs / vérificatrices et classeurs / classeuses dans la transformation du bois,C,s.o.
94124,Opérateurs / opératrices de machines à travailler le bois,4,9437,Opérateurs / opératrices de machines à travailler le bois,C,s.o.
94129,Autres opérateurs / opératrices de machines dans la transformation du bois,4,9434,Autres opérateurs / opératrices de machines dans la transformation du bois,C,s.o.
94130,"Opérateurs / opératrices de machines et travailleurs / travailleuses de traitement des fibres et des fils textiles, du cuir et des peaux",4,9441,"Opérateurs / opératrices de machines et travailleurs / travailleuses de traitement des fibres et des fils textiles, du cuir et des peaux",C,s.o.
94131,"Tisseurs / tisseuses, tricoteurs / tricoteuses et autres opérateurs / opératrices de machines textiles",4,9442,"Tisseurs / tisseuses, tricoteurs / tricoteuses et autres opérateurs / opératrices de machines textiles",C,s.o.
94132,Opérateurs / opératrices de machines à coudre industrielles,4,9446,Opérateurs / opératrices de machines à coudre industrielles,C,s.o.
94133,"Contrôleurs / contrôleuses et trieurs / trieuses dans la fabrication de produits textiles, de tissus, de fourrure et de cuir",4,9447,"Contrôleurs / contrôleuses et trieurs / trieuses dans la fabrication de produits textiles, de tissus, de fourrure et de cuir",C,s.o.
94140,Opérateurs / opératrices de machines et de procédés industriels dans la transformation des aliments et des boissons,4,9461,Opérateurs / opératrices de machines et de procédés industriels dans la transformation des aliments et des boissons,C,s.o.
94141,"Bouchers industriels / bouchères industrielles, dépeceurs-découpeurs / dépeceuses-découpeuses de viande, préparateurs / préparatrices de volaille et personnel assimilé",4,9462,"Bouchers industriels / bouchères industrielles, dépeceurs-découpeurs / dépeceuses-découpeuses de viande, préparateurs / préparatrices de volaille et personnel assimilé",C,s.o.
94142,Ouvriers / ouvrières dans les usines de transformation du poisson et de fruits de mer,4,9463,Ouvriers / ouvrières dans les usines de transformation du poisson et de fruits de mer,C,Les appellations d'emploi liées aux ouvriers dans les usines de transformation du poisson et de fruits de mer ont été déplacées du CNP 9463 au CNP 94142.
,,,9618,Manoeuvres dans la transformation du poisson et des fruits de mer,D,"Le CNP 9618 a été divisé. L'appellation d'emploi ""écailleur / écailleuse de poissons - traitement du poisson"" a été déplacée du CNP 9618 au CNP 94142."
94143,Échantillonneurs / échantillonneuses et trieurs / trieuses dans la transformation des aliments et des boissons,4,9465,Échantillonneurs / échantillonneuses et trieurs / trieuses dans la transformation des aliments et des boissons,C,s.o.
94150,Opérateurs / opératrices d'équipement d'impression sans plaque,4,9471,Opérateurs / opératrices d'équipement d'impression sans plaque,C,s.o.
94151,"Photograveurs-clicheurs / photograveuses-clicheuses, photograveurs-reporteurs / photograveuses-reporteuses et autre personnel de prépresse",4,9472,"Photograveurs-clicheurs / photpgraveuses-clicheuses, photograveurs-reporteurs / photograveuses-reporteuses et autre personnel de prépresse",C,s.o.
94152,Opérateurs / opératrices de machines à relier et de finition,4,9473,Opérateurs / opératrices de machines à relier et de finition,C,s.o.
94153,Développeurs / développeuses de films et de photographies,4,9474,Développeurs / développeuses de films et de photographies,C,s.o.
94200,"Assembleurs / assembleuses, contrôleurs / contrôleuses et vérificateurs / vérificatrices de véhicules automobiles",4,9522,"Assembleurs / assembleuses, contrôleurs / contrôleuses et vérificateurs / vérificatrices de véhicules automobiles",C,s.o.
94201,"Assembleurs / assembleuses, monteurs / monteuses, contrôleurs / contrôleuses et vérificateurs / vérificatrices de matériel électronique",4,9523,"Assembleurs / assembleuses, monteurs / monteuses, contrôleurs / contrôleuses et vérificateurs / vérificatrices de matériel électronique",C,s.o.
94202,"Monteurs / monteuses et contrôleurs / contrôleuses dans la fabrication de matériel, d'appareils et d'accessoires électriques",4,9524,"Monteurs / monteuses et contrôleurs / contrôleuses dans la fabrication de matériel, d'appareils et d'accessoires électriques",C,s.o.
94203,"Assembleurs / assembleuses, monteurs / monteuses et contrôleurs / contrôleuses dans la fabrication de transformateurs et de moteurs électriques industriels",4,9525,"Assembleurs / assembleuses, monteurs / monteuses et contrôleurs / contrôleuses dans la fabrication de transformateurs et de moteurs électriques industriels",C,s.o.
94204,Monteurs / monteuses et contrôleurs / contrôleuses de matériel mécanique,4,9526,Monteurs / monteuses et contrôleurs / contrôleuses de matériel mécanique,C,s.o.
94205,Opérateurs / opératrices de machines et contrôleurs / contrôleuses dans la fabrication d'appareils électriques,4,9527,Opérateurs / opératrices de machines et contrôleurs / contrôleuses dans la fabrication d'appareils électriques,C,s.o.
94210,"Monteurs / monteuses, finisseurs / finisseuses, restaurateurs / restauratrices et contrôleurs / contrôleuses de meubles et d’accessoires",4,9532,Monteurs / monteuses et contrôleurs / contrôleuses de meubles et d'accessoires,C,Le CNP 9532 a été fusionné avec le CNP 9534 pour créer le CNP 94210.
,,,9534,Finisseurs / finisseuses et restaurateurs / restauratrices de meubles,C,Le CNP 9534 a été fusionné avec le CNP 9532 pour créer le CNP 94210.
94211,Monteurs / monteuses et contrôleurs / contrôleuses d'autres produits en bois,4,9533,Monteurs / monteuses et contrôleurs / contrôleuses d'autres produits en bois,C,s.o.
94212,"Assembleurs / assembleuses, finisseurs / finisseuses et contrôleurs / contrôleuses de produits en plastique",4,9535,"Assembleurs / assembleuses, finisseurs / finisseuses et contrôleurs / contrôleuses de produits en plastique",C,s.o.
94213,"Peintres, enduiseurs / enduiseuses et opérateurs / opératrices de procédés dans le finissage du métal - secteur industriel",4,9536,"Peintres, enduiseurs / enduiseuses et opérateurs / opératrices de procédés dans le finissage du métal - secteur industriel",C,s.o.
94219,"Monteurs / monteuses, finisseurs / finisseuses et contrôleurs / contrôleuses de produits divers",4,9531,Monteurs / monteuses de bateaux et contrôleurs / contrôleuses de montage de bateaux,C,Le CNP 9531 a été fusionné avec le CNP 9537 pour créer le CNP 94219.
,,,9537,"Monteurs / monteuses, finisseurs / finisseuses et contrôleurs / contrôleuses de produits divers",C,Le CNP 9537 a été fusionné avec le CNP 9531 pour créer le CNP 94219.
95100,Manoeuvres dans le traitement des métaux et des minerais,5,9611,Manoeuvres dans le traitement des métaux et des minerais,D,s.o.
95101,Manoeuvres en métallurgie,5,9612,Manoeuvres en métallurgie,D,s.o.
95102,Manoeuvres dans le traitement des produits chimiques et les services d'utilité publique,5,9613,Manoeuvres dans le traitement des produits chimiques et les services d'utilité publique,D,Les appellations d'emploi liées aux manoeuvres dans le traitement des produits chimiques et les services d'utilité publique ont été déplacées du CNP 9613 au CNP 95102.
,,,9421,Opérateurs / opératrices d'installations de traitement des produits chimiques,C,"Le CNP 9421 a été divisé. L'appellation d'emploi ""aide-opérateur / aide-opératrice de four tubulaire"" a été déplacée du CNP 9421 au CNP 95102."
95103,Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois,5,9614,Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois,D,s.o.
95104,Manoeuvres dans la fabrication des produits en caoutchouc et en plastique,5,9615,Manoeuvres dans la fabrication des produits en caoutchouc et en plastique,D,s.o.
95105,Manoeuvres dans la fabrication et la coupe des produits du textile,5,9616,Manoeuvres des produits du textile,D,Le CNP 9445 a été fusionné avec le CNP 9616 pour créer le CNP 95105.
,,,9441,"Opérateurs / opératrices de machines et travailleurs / travailleuses de traitement des fibres et des fils textiles, du cuir et des peaux",C,"Le CNP 9441 a été divisé. L'appellation d'emploi ""aide à la machine à imprimer les étoffes"" a été déplacée du CNP 9441 au CNP 95105."
,,,9445,"Coupeurs / coupeuses de tissu, de fourrure et de cuir",C,Le CNP 9445 a été fusionné avec le CNP 9616 pour créer le CNP 95105.
95106,Manoeuvres dans la transformation des aliments et des boissons,5,9617,Manoeuvres dans la transformation des aliments et des boissons,D,s.o.
95107,Manoeuvres dans la transformation du poisson et des fruits de mer,5,9618,Manoeuvres dans la transformation du poisson et des fruits de mer,D,Le CNP 9618 a été divisé. Les appellations d'emploi liées aux manoeuvres dans la transformation du poisson et des fruits de mer ont été déplacées du CNP 9618 au CNP 95107.
95109,"Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",5,9619,"Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",D,s.o.
95109,"Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",5,9619,"Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",D,s.o.
